user_id,review_similarity,category_similarity,avg_review_rating_by_user,std_review_rating_by_user,posts_per_year,count_significantly_different_ratings
1e+20,0.0,0.0,4.098101265822785,1.3960930300101195,31.6,101
1.0000004859928366e+20,0.0,0.09801241908378634,4.4,0.9660917830792958,5.0,1
1.0000090818149124e+20,0.0,0.0,5.0,0.0,8.0,0
1.0000128892770954e+20,0.0,0.5720692649585511,4.5,0.5773502691896257,4.0,1
1.0000166334517972e+20,0.0,0.20304589661115532,4.571428571428571,0.7867957924694432,2.3333333333333335,5
1.0000394793366464e+20,0.0,0.12589558264955836,4.625,0.744023809142845,8.0,2
1.0000529638335463e+20,0.0,0.09348104624693475,5.0,0.0,4.5,2
1.0000557350093028e+20,0.0,0.0,4.888888888888889,0.3333333333333333,3.0,0
1.0000673576507436e+20,0.0,0.0,3.6666666666666665,1.5811388300841898,3.0,4
1.0000870708433986e+20,0.0,0.24938344941747667,5.0,0.0,5.0,0
1.0000891267548773e+20,0.0,0.13754394580732757,4.5,1.4142135623730951,1.6,2
1.00011e+20,,,4.0,,1.0,0
1.0001134473787653e+20,0.0,0.0,5.0,0.0,4.0,0
1.0001177671659636e+20,,,5.0,0.0,0.2857142857142857,0
1.000118724560066e+20,0.0,0.0,5.0,0.0,1.6666666666666667,0
1.00013e+20,,,5.0,,1.0,0
1.0001401107625044e+20,0.0,0.0,3.9,1.1005049346146119,10.0,1
1.0001432247781828e+20,,,5.0,,1.0,0
1.0001589431353169e+20,0.0,0.32600382561437724,5.0,0.0,0.375,0
1.0001634661574738e+20,0.0,0.0,3.625,0.7440238091428449,8.0,1
1.00018e+20,,,4.0,,1.0,0
1.0001880208050451e+20,0.0,0.0,4.25,1.5,4.0,0
1.0002022194618171e+20,0.0,0.0,3.25,0.672021505032247,5.333333333333333,13
1.000249202403655e+20,0.0,0.0,3.5,1.35400640077266,2.5,3
1.000264969891032e+20,0.0,0.0,2.4285714285714284,1.618347187425374,1.1666666666666667,5
1.0002973789083348e+20,0.0,0.0,3.75,0.49999999999999994,4.0,1
1.0003012074815363e+20,0.0,0.06790438457683325,4.2,0.632455532033676,2.5,2
1.0003132914608456e+20,0.0,0.09812289029905658,5.0,0.0,3.0,0
1.0003349333519216e+20,0.0,0.0,5.0,0.0,6.0,0
1.000341795205948e+20,,,5.0,0.0,1.0,0
1.00035e+20,,,3.0,,1.0,0
1.0003577247219822e+20,0.0,0.6410554491745127,5.0,0.0,3.0,0
1.0003580702695252e+20,,,1.0,,1.0,1
1.00036e+20,,,4.0,,1.0,0
1.00037e+20,,,1.0,,1.0,1
1.000378396678366e+20,0.0,0.0,5.0,0.0,3.0,1
1.0003846679285052e+20,0.0,0.165226774243527,4.4,0.5163977794943223,5.0,0
1.0003902331421965e+20,0.0,0.0,3.0,2.309401076758503,0.5,2
1.0003971279199868e+20,,,5.0,,1.0,0
1.0004e+20,,,1.0,,1.0,1
1.000426566753134e+20,0.0,0.0,3.2288135593220337,1.2431763628770793,19.666666666666668,50
1.000433143369642e+20,0.0,0.2241925668190881,5.0,0.0,3.0,0
1.000437910638256e+20,,,5.0,,1.0,0
1.0004541670159486e+20,,,5.0,,1.0,0
1.0004594193957544e+20,0.0,0.14583749347442967,5.0,0.0,1.1666666666666667,1
1.0004689626523168e+20,0.0,0.0,4.75,0.4629100498862757,1.3333333333333333,0
1.0004912345542917e+20,0.0,0.0,4.337209302325581,1.0912536246557045,28.666666666666668,23
1.0004963718785393e+20,,,5.0,0.0,0.5,0
1.000499906686466e+20,,,1.0,0.0,0.6666666666666666,2
1.000503869027862e+20,0.0,0.0,4.75,0.46291004988627565,2.6666666666666665,0
1.0005091265768337e+20,0.0,0.08573406673748092,4.142857142857143,1.5735915849388864,1.0,2
1.0005159995914751e+20,0.0,0.0,4.853211009174312,0.5904437765029021,54.5,10
1.0005189799290403e+20,,,5.0,0.0,2.0,0
1.00052e+20,,,3.0,,1.0,1
1.0005304704713753e+20,0.0,0.0,4.777777777777778,0.44095855184409843,1.8,0
1.000573144064758e+20,0.0,0.1602966319900479,3.3333333333333335,1.632993161855452,3.0,3
1.0005744011369056e+20,,,5.0,,1.0,0
1.0006269149465938e+20,0.0,0.1348503125378796,5.0,0.0,1.5,0
1.0006301910457849e+20,0.0,0.1559731218094417,5.0,0.0,5.0,0
1.0006366779373756e+20,0.0,0.0,3.386138613861386,0.8120381398641688,33.666666666666664,28
1.0006418428469553e+20,0.0,0.11610183161647873,5.0,0.0,1.8,0
1.00066e+20,,,5.0,,1.0,0
1.0006610527675592e+20,0.0,0.0,3.888888888888889,1.2692955176439846,9.0,1
1.0006856218040548e+20,0.0,1.0,5.0,0.0,2.0,0
1.0007432328859509e+20,0.0,0.0,4.857142857142857,0.3779644730092272,3.5,3
1.0007587812521424e+20,0.0,0.0,3.323529411764706,0.761796315288876,11.333333333333334,10
1.0007621208492456e+20,0.0,0.0,4.333333333333333,1.0,3.0,1
1.00078e+20,,,1.0,,1.0,1
1.000787065776773e+20,0.0,0.0,4.75,0.5,0.5,0
1.0007942265383248e+20,0.0,1.0,5.0,0.0,0.8333333333333334,0
1.000821137923962e+20,0.07829579184792199,0.0,3.3333333333333335,0.5773502691896258,3.0,1
1.00084e+20,,,2.0,,1.0,1
1.0008430089728344e+20,0.0,0.0,5.0,0.0,10.0,2
1.0008699892803464e+20,,,5.0,,1.0,0
1.0008750706468594e+20,0.0,1.0,5.0,0.0,0.75,0
1.0008972109085088e+20,0.0,0.0,4.0,1.7320508075688774,4.5,3
1.0008986860877344e+20,0.0,0.0,3.75,0.46291004988627565,2.0,2
1.0009062183757056e+20,0.0,0.0,4.333333333333333,1.632993161855452,1.5,1
1.0009111699289194e+20,0.0,0.0,5.0,0.0,4.0,2
1.0009248910205012e+20,0.0,0.6207856362107926,5.0,0.0,1.6666666666666667,0
1.0009309951224957e+20,0.0,0.14315438796938484,5.0,0.0,4.5,0
1.0009646921990868e+20,0.0,0.1143726388169017,4.5,0.9258200997725513,4.0,4
1.0009699527748606e+20,0.0,0.0,4.3,1.2516655570345725,5.0,2
1.000997797903993e+20,0.0,0.0,3.625,1.1877349391654208,1.6,1
1.00101e+20,,,5.0,,1.0,0
1.0010299316278372e+20,0.0,0.6410554491745127,1.0,0.0,0.6,3
1.001037368577942e+20,0.0,0.0,3.0,1.8856180831641267,5.0,6
1.0010455571011895e+20,0.0,0.19314619059874416,5.0,0.0,3.0,0
1.0010754244936688e+20,0.0,0.0,5.0,0.0,10.0,0
1.0010786698491013e+20,0.0,0.0,4.7,0.48304589153964794,2.5,1
1.0010875002613857e+20,0.0,0.13440524306486995,2.3636363636363638,0.9244162777371754,2.75,8
1.0011174925771665e+20,0.0,0.0,2.7333333333333334,1.0327955589886444,7.5,9
1.0011591041960696e+20,,,5.0,,1.0,0
1.0011792567630415e+20,0.0,0.2421762491300241,4.285714285714286,1.4960264830861911,3.5,1
1.0012077746409008e+20,0.0,0.1035867160216963,5.0,0.0,2.75,2
1.00122e+20,,,1.0,,1.0,1
1.00125e+20,,,5.0,,1.0,0
1.0012528125101633e+20,0.0,0.0,4.0,2.0,2.0,1
1.001264445315917e+20,0.0,0.08839767804307634,4.1,1.66332999331662,2.5,3
1.0013178544355856e+20,0.0,0.0,4.282608695652174,0.5016879720065439,6.571428571428571,1
1.0013587460719506e+20,0.0,0.10993991195918419,5.0,0.0,2.25,2
1.0013702699028513e+20,0.0,0.0,2.1818181818181817,0.7507571935295484,1.5714285714285714,10
1.0014043278935582e+20,0.0,0.0,4.517391304347826,1.000939372725269,32.857142857142854,93
1.0014058700218896e+20,0.0,0.0,5.0,0.0,1.6666666666666667,0
1.0014106365855724e+20,0.0,0.0,4.2,1.6865480854231356,1.4285714285714286,2
1.001413749967134e+20,0.0,0.0,4.037037037037037,1.531250908482782,13.5,10
1.00143e+20,,,3.0,2.8284271247461903,0.2857142857142857,1
1.0014463270815644e+20,0.0,0.0,5.0,0.0,5.0,1
1.0014579436318532e+20,0.0,0.0,1.0,0.0,1.0,2
1.001473251695414e+20,0.0,0.0,4.111111111111111,1.2692955176439846,4.5,2
1.0014783459286435e+20,0.0,0.0,3.7142857142857144,1.6035674514745464,2.3333333333333335,1
1.001485523845462e+20,0.0,0.0,5.0,0.0,2.5,1
1.00151258603217e+20,0.0,0.0,4.2,1.0327955589886446,5.0,2
1.0015207134979704e+20,0.0,0.0,4.428571428571429,0.5345224838248488,7.0,0
1.001531814588682e+20,0.0,0.0,5.0,0.0,3.5,0
1.0015355561939904e+20,0.0,0.0,4.2727272727272725,1.2792042981336627,4.4,3
1.00155e+20,,,2.0,,1.0,1
1.0016659852542851e+20,0.0,0.0,3.0,2.309401076758503,2.0,2
1.0016809452905569e+20,0.0,1.0,4.666666666666667,0.816496580927726,3.0,0
1.0017046390670927e+20,0.0,1.0,5.0,0.0,2.0,0
1.001709990510017e+20,0.0,0.0,4.9,0.31622776601683794,10.0,2
1.001744010823454e+20,0.0,1.0,5.0,0.0,1.2,0
1.0017520654636012e+20,,,1.0,0.0,2.0,2
1.00183e+20,,,5.0,,1.0,0
1.0018889950175724e+20,0.0,0.0,4.7,0.6749485577105528,2.0,0
1.0019068789719972e+20,0.0,0.0,5.0,0.0,7.0,0
1.001964948924351e+20,0.0,0.0,3.076923076923077,0.9540735874430285,2.6,7
1.0019765718259602e+20,,,5.0,,1.0,0
1.0019820900771524e+20,0.0,0.0,2.6666666666666665,1.8027756377319946,3.0,4
1.0020048236776587e+20,0.0,1.0,5.0,0.0,1.1666666666666667,0
1.0020104071707587e+20,0.0,0.0,4.121951219512195,1.0688398182387773,28.7,26
1.0020144757355323e+20,,,5.0,,1.0,0
1.002033745078628e+20,0.0,0.0,3.3703703703703702,1.4973861366278378,3.857142857142857,5
1.00204e+20,,,2.0,,1.0,1
1.0020500051557995e+20,0.0,0.0,3.2857142857142856,1.889822365046136,3.5,1
1.002060238749658e+20,0.0,0.0,3.7777777777777777,1.7159383568311666,1.5,2
1.0020623914855857e+20,0.0,0.0,4.666666666666667,0.5773502691896258,3.0,0
1.0020692012373e+20,0.0,0.0,4.777777777777778,0.4409585518440984,1.8,0
1.0020790235259624e+20,,,2.5,2.1213203435596424,2.0,0
1.0020837141382994e+20,0.0,0.272326208452213,5.0,0.0,3.0,0
1.0020986507103216e+20,0.0,1.0,4.6,0.8944271909999159,0.8333333333333334,0
1.0021081846592251e+20,0.0,1.0,3.7777777777777777,1.855921454276674,4.5,0
